,date,variable.name,variable.unit,variable.code,value
335628,2012-04-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
335629,2012-04-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,44.0
335630,2012-04-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,31.0
335631,2012-04-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
335632,2012-04-01,UK Job Vacancies (thousands) - Education.,,JP9V,35.0
335633,2012-04-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,58.0
335634,2012-04-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,11.0
335635,2012-04-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,9.0
337020,2012-05-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
337021,2012-05-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,38.0
337022,2012-05-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
337023,2012-05-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
337024,2012-05-01,UK Job Vacancies (thousands) - Construction,,JP9L,14.0
337025,2012-05-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,89.0
337026,2012-05-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,19.0
337027,2012-05-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,47.0
337028,2012-05-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
337029,2012-05-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,23.0
337030,2012-05-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
337031,2012-05-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,43.0
337032,2012-05-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,32.0
337033,2012-05-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
337034,2012-05-01,UK Job Vacancies (thousands) - Education.,,JP9V,35.0
337035,2012-05-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,58.0
337036,2012-05-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
337037,2012-05-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,11.0
338422,2012-06-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
338423,2012-06-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,36.0
338424,2012-06-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
338425,2012-06-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
338426,2012-06-01,UK Job Vacancies (thousands) - Construction,,JP9L,14.0
338427,2012-06-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,92.0
338428,2012-06-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,20.0
338429,2012-06-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,47.0
338430,2012-06-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,30.0
338431,2012-06-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,23.0
338432,2012-06-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
338433,2012-06-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,43.0
338434,2012-06-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,33.0
338435,2012-06-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
338436,2012-06-01,UK Job Vacancies (thousands) - Education.,,JP9V,37.0
338437,2012-06-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,59.0
338438,2012-06-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,11.0
338439,2012-06-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,12.0
339825,2012-07-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
339826,2012-07-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
339827,2012-07-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
339828,2012-07-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
339829,2012-07-01,UK Job Vacancies (thousands) - Construction,,JP9L,13.0
339830,2012-07-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,95.0
339831,2012-07-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
339832,2012-07-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,49.0
339833,2012-07-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,29.0
339834,2012-07-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,23.0
339835,2012-07-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
339836,2012-07-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,44.0
339837,2012-07-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,34.0
339838,2012-07-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,7.0
339839,2012-07-01,UK Job Vacancies (thousands) - Education.,,JP9V,36.0
339840,2012-07-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,59.0
339841,2012-07-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,10.0
339842,2012-07-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
341228,2012-08-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
341229,2012-08-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,36.0
341230,2012-08-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
341231,2012-08-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
341232,2012-08-01,UK Job Vacancies (thousands) - Construction,,JP9L,14.0
341233,2012-08-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,95.0
341234,2012-08-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
341235,2012-08-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,51.0
341236,2012-08-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,28.0
341237,2012-08-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,23.0
341238,2012-08-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
341239,2012-08-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,46.0
341240,2012-08-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,33.0
341241,2012-08-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,7.0
341242,2012-08-01,UK Job Vacancies (thousands) - Education.,,JP9V,36.0
341243,2012-08-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,60.0
341244,2012-08-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,10.0
341245,2012-08-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
342631,2012-09-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
342632,2012-09-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,38.0
342633,2012-09-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
342634,2012-09-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
342635,2012-09-01,UK Job Vacancies (thousands) - Construction,,JP9L,15.0
342636,2012-09-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,94.0
342637,2012-09-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
342638,2012-09-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,53.0
342639,2012-09-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,27.0
342640,2012-09-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,23.0
342641,2012-09-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
342642,2012-09-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,46.0
342643,2012-09-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,32.0
342644,2012-09-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,7.0
342645,2012-09-01,UK Job Vacancies (thousands) - Education.,,JP9V,36.0
342646,2012-09-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,61.0
342647,2012-09-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
342648,2012-09-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
344034,2012-10-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
344035,2012-10-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
344036,2012-10-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
344037,2012-10-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
344038,2012-10-01,UK Job Vacancies (thousands) - Construction,,JP9L,15.0
344039,2012-10-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,94.0
344040,2012-10-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
344041,2012-10-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,53.0
344042,2012-10-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,27.0
344043,2012-10-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,24.0
344044,2012-10-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
344045,2012-10-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,44.0
344046,2012-10-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,33.0
344047,2012-10-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,7.0
344048,2012-10-01,UK Job Vacancies (thousands) - Education.,,JP9V,37.0
344049,2012-10-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,62.0
344050,2012-10-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,13.0
344051,2012-10-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
345437,2012-11-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
345438,2012-11-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,36.0
345439,2012-11-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
345440,2012-11-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
345441,2012-11-01,UK Job Vacancies (thousands) - Construction,,JP9L,13.0
345442,2012-11-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,94.0
345443,2012-11-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
345444,2012-11-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,53.0
345445,2012-11-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,28.0
345446,2012-11-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,28.0
345447,2012-11-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,6.0
345448,2012-11-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,44.0
345449,2012-11-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,35.0
345450,2012-11-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
345451,2012-11-01,UK Job Vacancies (thousands) - Education.,,JP9V,37.0
345452,2012-11-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,64.0
345453,2012-11-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,14.0
345454,2012-11-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
346840,2012-12-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,3.0
346841,2012-12-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
346842,2012-12-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
346843,2012-12-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
346844,2012-12-01,UK Job Vacancies (thousands) - Construction,,JP9L,13.0
346845,2012-12-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,94.0
346846,2012-12-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,17.0
346847,2012-12-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,51.0
346848,2012-12-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,28.0
346849,2012-12-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,28.0
346850,2012-12-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,6.0
346851,2012-12-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,43.0
346852,2012-12-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,36.0
346853,2012-12-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
346854,2012-12-01,UK Job Vacancies (thousands) - Education.,,JP9V,37.0
346855,2012-12-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,67.0
346856,2012-12-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,13.0
346857,2012-12-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,16.0
348242,2013-01-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
348243,2013-01-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
348244,2013-01-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
348245,2013-01-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
348246,2013-01-01,UK Job Vacancies (thousands) - Construction,,JP9L,12.0
348247,2013-01-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,92.0
348248,2013-01-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,19.0
348249,2013-01-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,50.0
348250,2013-01-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,29.0
348251,2013-01-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,27.0
348252,2013-01-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,6.0
348253,2013-01-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,44.0
348254,2013-01-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,38.0
348255,2013-01-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
348256,2013-01-01,UK Job Vacancies (thousands) - Education.,,JP9V,40.0
348257,2013-01-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,68.0
348258,2013-01-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,13.0
348259,2013-01-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,16.0
349644,2013-02-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
349645,2013-02-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
349646,2013-02-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
349647,2013-02-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
349648,2013-02-01,UK Job Vacancies (thousands) - Construction,,JP9L,12.0
349649,2013-02-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,95.0
349650,2013-02-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,19.0
349651,2013-02-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,48.0
349652,2013-02-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,29.0
349653,2013-02-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,27.0
349654,2013-02-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
349655,2013-02-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,44.0
349656,2013-02-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,37.0
349657,2013-02-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
349658,2013-02-01,UK Job Vacancies (thousands) - Education.,,JP9V,40.0
349659,2013-02-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,69.0
349660,2013-02-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,13.0
349661,2013-02-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
351046,2013-03-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,3.0
351047,2013-03-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
351048,2013-03-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,3.0
351049,2013-03-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
351050,2013-03-01,UK Job Vacancies (thousands) - Construction,,JP9L,13.0
351051,2013-03-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,97.0
351052,2013-03-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,20.0
351053,2013-03-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,50.0
351054,2013-03-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,29.0
351055,2013-03-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,27.0
351056,2013-03-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,6.0
351057,2013-03-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,46.0
351058,2013-03-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,39.0
351059,2013-03-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
351060,2013-03-01,UK Job Vacancies (thousands) - Education.,,JP9V,40.0
351061,2013-03-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,68.0
351062,2013-03-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,14.0
351063,2013-03-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
352449,2013-04-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,3.0
352450,2013-04-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,38.0
352451,2013-04-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
352452,2013-04-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
352453,2013-04-01,UK Job Vacancies (thousands) - Construction,,JP9L,14.0
352454,2013-04-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,100.0
352455,2013-04-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,19.0
352456,2013-04-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,52.0
352457,2013-04-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,29.0
352458,2013-04-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,27.0
352459,2013-04-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
352460,2013-04-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,46.0
352461,2013-04-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,39.0
352462,2013-04-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
352463,2013-04-01,UK Job Vacancies (thousands) - Education.,,JP9V,39.0
352464,2013-04-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,70.0
352465,2013-04-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
352466,2013-04-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,15.0
353852,2013-05-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,3.0
353853,2013-05-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
353854,2013-05-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
353855,2013-05-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
353856,2013-05-01,UK Job Vacancies (thousands) - Construction,,JP9L,15.0
353857,2013-05-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,103.0
353858,2013-05-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,20.0
353859,2013-05-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,55.0
353860,2013-05-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,30.0
353861,2013-05-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,27.0
353862,2013-05-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,6.0
353863,2013-05-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,47.0
353864,2013-05-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,38.0
353865,2013-05-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
353866,2013-05-01,UK Job Vacancies (thousands) - Education.,,JP9V,40.0
353867,2013-05-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,72.0
353868,2013-05-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
353869,2013-05-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,16.0
355255,2013-06-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
355256,2013-06-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
355257,2013-06-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
355258,2013-06-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
355259,2013-06-01,UK Job Vacancies (thousands) - Construction,,JP9L,15.0
355260,2013-06-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,103.0
355261,2013-06-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,20.0
355262,2013-06-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,57.0
355263,2013-06-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
355264,2013-06-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,28.0
355265,2013-06-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
355266,2013-06-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,48.0
355267,2013-06-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,36.0
355268,2013-06-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
355269,2013-06-01,UK Job Vacancies (thousands) - Education.,,JP9V,41.0
355270,2013-06-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,73.0
355271,2013-06-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
355272,2013-06-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,16.0
356657,2013-07-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
356658,2013-07-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,36.0
356659,2013-07-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
356660,2013-07-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
356661,2013-07-01,UK Job Vacancies (thousands) - Construction,,JP9L,14.0
356662,2013-07-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,100.0
356663,2013-07-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,20.0
356664,2013-07-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,56.0
356665,2013-07-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
356666,2013-07-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,29.0
356667,2013-07-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
356668,2013-07-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,48.0
356669,2013-07-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,37.0
356670,2013-07-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,8.0
356671,2013-07-01,UK Job Vacancies (thousands) - Education.,,JP9V,39.0
356672,2013-07-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,74.0
356673,2013-07-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
356674,2013-07-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,16.0
358060,2013-08-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
358061,2013-08-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,37.0
358062,2013-08-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,4.0
358063,2013-08-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,1.0
358064,2013-08-01,UK Job Vacancies (thousands) - Construction,,JP9L,14.0
358065,2013-08-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,106.0
358066,2013-08-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,21.0
358067,2013-08-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,59.0
358068,2013-08-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,31.0
358069,2013-08-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,30.0
358070,2013-08-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
358071,2013-08-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,48.0
358072,2013-08-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,37.0
358073,2013-08-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,9.0
358074,2013-08-01,UK Job Vacancies (thousands) - Education.,,JP9V,39.0
