,date,variable.name,variable.unit,variable.code,value
236319,2006-05-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
236320,2006-05-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,51.0
236321,2006-05-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
236322,2006-05-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
236323,2006-05-01,UK Job Vacancies (thousands) - Construction,,JP9L,22.0
236324,2006-05-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,121.0
236325,2006-05-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,27.0
236326,2006-05-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,46.0
236327,2006-05-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,40.0
236328,2006-05-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,39.0
236329,2006-05-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
236330,2006-05-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,52.0
236331,2006-05-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,40.0
236332,2006-05-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,21.0
236333,2006-05-01,UK Job Vacancies (thousands) - Education.,,JP9V,43.0
236334,2006-05-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,60.0
236335,2006-05-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
236336,2006-05-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
237716,2006-06-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
237717,2006-06-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,50.0
237718,2006-06-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
237719,2006-06-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
237720,2006-06-01,UK Job Vacancies (thousands) - Construction,,JP9L,22.0
237721,2006-06-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,120.0
237722,2006-06-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,28.0
237723,2006-06-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,46.0
237724,2006-06-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,41.0
237725,2006-06-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,38.0
237726,2006-06-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
237727,2006-06-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,55.0
237728,2006-06-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,41.0
237729,2006-06-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,21.0
237730,2006-06-01,UK Job Vacancies (thousands) - Education.,,JP9V,44.0
237731,2006-06-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,61.0
237732,2006-06-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,13.0
237733,2006-06-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
239114,2006-07-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
239115,2006-07-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,50.0
239116,2006-07-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
239117,2006-07-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
239118,2006-07-01,UK Job Vacancies (thousands) - Construction,,JP9L,24.0
239119,2006-07-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,119.0
239120,2006-07-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,24.0
239121,2006-07-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,49.0
239122,2006-07-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,42.0
239123,2006-07-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,38.0
239124,2006-07-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
239125,2006-07-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,56.0
239126,2006-07-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
239127,2006-07-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
239128,2006-07-01,UK Job Vacancies (thousands) - Education.,,JP9V,45.0
239129,2006-07-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,62.0
239130,2006-07-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,13.0
239131,2006-07-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
240512,2006-08-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
240513,2006-08-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,50.0
240514,2006-08-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
240515,2006-08-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
240516,2006-08-01,UK Job Vacancies (thousands) - Construction,,JP9L,24.0
240517,2006-08-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,119.0
240518,2006-08-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,24.0
240519,2006-08-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,51.0
240520,2006-08-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,40.0
240521,2006-08-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,37.0
240522,2006-08-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
240523,2006-08-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,58.0
240524,2006-08-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
240525,2006-08-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
240526,2006-08-01,UK Job Vacancies (thousands) - Education.,,JP9V,45.0
240527,2006-08-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,61.0
240528,2006-08-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
240529,2006-08-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
241909,2006-09-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
241910,2006-09-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,50.0
241911,2006-09-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
241912,2006-09-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
241913,2006-09-01,UK Job Vacancies (thousands) - Construction,,JP9L,25.0
241914,2006-09-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,119.0
241915,2006-09-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,28.0
241916,2006-09-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,53.0
241917,2006-09-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,40.0
241918,2006-09-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,41.0
241919,2006-09-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
241920,2006-09-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,58.0
241921,2006-09-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
241922,2006-09-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,21.0
241923,2006-09-01,UK Job Vacancies (thousands) - Education.,,JP9V,45.0
241924,2006-09-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,58.0
241925,2006-09-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
241926,2006-09-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
243306,2006-10-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
243307,2006-10-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,50.0
243308,2006-10-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
243309,2006-10-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
243310,2006-10-01,UK Job Vacancies (thousands) - Construction,,JP9L,24.0
243311,2006-10-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,118.0
243312,2006-10-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,33.0
243313,2006-10-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,53.0
243314,2006-10-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,40.0
243315,2006-10-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,40.0
243316,2006-10-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
243317,2006-10-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,58.0
243318,2006-10-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
243319,2006-10-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,21.0
243320,2006-10-01,UK Job Vacancies (thousands) - Education.,,JP9V,44.0
243321,2006-10-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,59.0
243322,2006-10-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
243323,2006-10-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,12.0
244703,2006-11-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
244704,2006-11-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,51.0
244705,2006-11-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
244706,2006-11-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
244707,2006-11-01,UK Job Vacancies (thousands) - Construction,,JP9L,24.0
244708,2006-11-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,117.0
244709,2006-11-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,33.0
244710,2006-11-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,52.0
244711,2006-11-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,39.0
244712,2006-11-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,41.0
244713,2006-11-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
244714,2006-11-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,58.0
244715,2006-11-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
244716,2006-11-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
244717,2006-11-01,UK Job Vacancies (thousands) - Education.,,JP9V,43.0
244718,2006-11-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,62.0
244719,2006-11-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,11.0
244720,2006-11-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,12.0
246100,2006-12-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
246101,2006-12-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,53.0
246102,2006-12-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
246103,2006-12-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
246104,2006-12-01,UK Job Vacancies (thousands) - Construction,,JP9L,23.0
246105,2006-12-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,116.0
246106,2006-12-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,29.0
246107,2006-12-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,55.0
246108,2006-12-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,40.0
246109,2006-12-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,41.0
246110,2006-12-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,7.0
246111,2006-12-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,59.0
246112,2006-12-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,43.0
246113,2006-12-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
246114,2006-12-01,UK Job Vacancies (thousands) - Education.,,JP9V,43.0
246115,2006-12-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,63.0
246116,2006-12-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,10.0
246117,2006-12-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,11.0
247497,2007-01-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
247498,2007-01-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,55.0
247499,2007-01-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
247500,2007-01-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
247501,2007-01-01,UK Job Vacancies (thousands) - Construction,,JP9L,24.0
247502,2007-01-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,121.0
247503,2007-01-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,29.0
247504,2007-01-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,54.0
247505,2007-01-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,39.0
247506,2007-01-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,41.0
247507,2007-01-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
247508,2007-01-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,57.0
247509,2007-01-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
247510,2007-01-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
247511,2007-01-01,UK Job Vacancies (thousands) - Education.,,JP9V,44.0
247512,2007-01-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,64.0
247513,2007-01-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,10.0
247514,2007-01-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,12.0
248894,2007-02-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
248895,2007-02-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,57.0
248896,2007-02-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
248897,2007-02-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
248898,2007-02-01,UK Job Vacancies (thousands) - Construction,,JP9L,25.0
248899,2007-02-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,123.0
248900,2007-02-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,29.0
248901,2007-02-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,56.0
248902,2007-02-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,41.0
248903,2007-02-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,42.0
248904,2007-02-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,8.0
248905,2007-02-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,57.0
248906,2007-02-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,42.0
248907,2007-02-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,22.0
248908,2007-02-01,UK Job Vacancies (thousands) - Education.,,JP9V,47.0
248909,2007-02-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,64.0
248910,2007-02-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,11.0
248911,2007-02-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,13.0
250291,2007-03-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
250292,2007-03-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,56.0
250293,2007-03-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
250294,2007-03-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
250295,2007-03-01,UK Job Vacancies (thousands) - Construction,,JP9L,24.0
250296,2007-03-01,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,JP9M,128.0
250297,2007-03-01,UK Job Vacancies (thousands) - Transport & Storage,,JP9N,28.0
250298,2007-03-01,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,JP9O,54.0
250299,2007-03-01,UK Job Vacancies (thousands) - Information & Communication.,,JP9P,43.0
250300,2007-03-01,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,JP9Q,41.0
250301,2007-03-01,UK Job Vacancies (thousands) - Real Estate Activities.,,JP9R,9.0
250302,2007-03-01,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,JP9S,57.0
250303,2007-03-01,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,JP9T,43.0
250304,2007-03-01,UK Job Vacancies (thousands) - Public Administration & Defence.,,JP9U,21.0
250305,2007-03-01,UK Job Vacancies (thousands) - Education.,,JP9V,48.0
250306,2007-03-01,UK Job Vacancies (thousands) - Human Health & Social Work.,,JP9W,63.0
250307,2007-03-01,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,JP9X,12.0
250308,2007-03-01,UK Job Vacancies (thousands) - Other Service Activities.,,JP9Y,14.0
251688,2007-04-01,UK Job Vacancies (thousands) - Mining & Quarrying,,JP9H,2.0
251689,2007-04-01,UK Job Vacancies (thousands) - Manufacturing,,JP9I,56.0
251690,2007-04-01,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,JP9J,2.0
251691,2007-04-01,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,JP9K,2.0
